accident_id,date,time,latitude,longitude,location_name,region,weather,road_surface,light_condition,road_type,junction_type,speed_limit,vehicle_type,number_of_vehicles,number_of_casualties,urban_rural,driver_age,driver_gender,risk_score,severity
ACC-2026-00127,2026-03-17,23:06,28.536232,77.383229,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Dual carriageway,Roundabout,80,Motorcycle,1,3,Urban,35,Male,96,Fatal
ACC-2026-00128,2025-02-02,20:24,28.49928,77.304102,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Dry,Darkness: no street lights,Single carriageway,Crossroads,60,Van / Light Goods,2,4,Rural,57,Female,78,Serious
ACC-2026-00129,2026-08-04,07:59,28.541033,77.384411,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Car,3,1,Urban,47,Male,42,Minor
ACC-2026-00130,2026-08-01,20:43,28.494952,77.307668,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Unknown,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,4,1,Rural,30,Female,58,Minor
ACC-2026-00131,2025-12-01,19:50,28.555918,77.095574,Airport Expressway Tollway,Northern Expressway District,Storm,Wet,Darkness: street lights present and lit,Highway,Crossroads,100,Truck / Heavy Goods,1,1,Rural,20,Male,98,Fatal
ACC-2026-00132,2025-06-07,00:23,28.523246,77.404289,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Motorcycle,2,1,Urban,23,Male,52,Serious
ACC-2026-00133,2025-11-29,22:18,28.636634,77.107541,West Urban Junction 8,Northern Expressway District,Fog,Poor surface,Darkness: street lights unlit,T-Junction,T-Junction,60,Car,1,1,Urban,26,Male,77,Serious
ACC-2026-00134,2026-03-08,07:23,28.642227,77.213127,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,T-Junction,50,Car,1,1,Urban,28,Female,26,Minor
ACC-2026-00135,2025-05-20,08:30,28.591529,77.237447,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Crossroads,40,Car,4,2,Urban,46,Male,37,Serious
ACC-2026-00136,2025-07-24,15:11,28.485807,77.306816,Industrial Sector 18 Corridor,Northern Expressway District,Storm,Wet,Daylight,Single carriageway,Roundabout,60,Truck / Heavy Goods,3,1,Rural,34,Female,87,Fatal
ACC-2026-00137,2025-09-05,18:45,28.648672,77.107219,West Urban Junction 8,Northern Expressway District,Other,Dry,Daylight,T-Junction,T-Junction,60,Motorcycle,2,3,Urban,46,Male,44,Minor
ACC-2026-00138,2025-09-12,13:10,28.736329,77.194508,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Crossroads,80,Car,4,1,Urban,37,Male,79,Serious
ACC-2026-00139,2026-02-05,08:22,28.613383,77.202863,NH-44 Highway Mile 142,Northern Expressway District,Storm,Dry,Daylight,Highway,Roundabout,100,Car,2,1,Rural,35,Female,75,Serious
ACC-2026-00140,2026-04-09,09:02,28.521178,77.386292,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Slip road / Merge ramp,80,Motorcycle,2,1,Urban,29,Male,47,Minor
ACC-2026-00141,2025-07-08,20:25,28.621022,77.220493,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,100,Truck / Heavy Goods,2,2,Rural,48,Male,83,Fatal
ACC-2026-00142,2025-07-21,09:42,28.557031,77.104073,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,100,Motorcycle,2,2,Rural,35,Female,70,Minor
ACC-2026-00143,2025-11-17,19:07,28.700299,77.091741,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Bus,2,1,Rural,20,Female,51,Serious
ACC-2026-00144,2025-07-11,10:39,28.624866,77.222555,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,100,Car,2,1,Rural,36,Male,61,Serious
ACC-2026-00145,2026-08-02,18:18,28.607146,77.210128,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,100,Car,2,1,Rural,46,Male,47,Minor
ACC-2026-00146,2026-03-28,14:06,28.453431,77.041579,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,120,Truck / Heavy Goods,2,6,Rural,48,Male,79,Serious
ACC-2026-00147,2026-03-15,18:50,28.468906,77.035763,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,120,Car,1,4,Rural,60,Male,61,Serious
ACC-2026-00148,2026-02-26,05:55,28.710143,77.091481,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Roundabout,60,Motorcycle,2,1,Rural,26,Male,48,Minor
ACC-2026-00149,2025-10-12,13:29,28.551019,77.084974,Airport Expressway Tollway,Northern Expressway District,Rain,Wet,Daylight,Highway,Crossroads,100,Car,2,1,Rural,34,Male,91,Fatal
ACC-2026-00150,2025-08-05,09:53,28.624033,77.208838,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Not at junction,50,Car,2,1,Urban,26,Female,17,Minor
ACC-2026-00151,2025-01-01,06:12,28.715564,77.096556,Grand Trunk Road Corridor B,Northern Expressway District,Fog,Icy,Daylight,Single carriageway,Not at junction,60,Motorcycle,2,1,Rural,24,Male,77,Minor
ACC-2026-00152,2025-08-28,07:45,28.520533,77.390304,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Truck / Heavy Goods,1,2,Urban,27,Female,67,Serious
ACC-2026-00153,2026-01-28,17:06,28.597227,77.234478,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Roundabout,40,Car,2,1,Urban,34,Male,26,Minor
ACC-2026-00154,2025-08-07,12:58,28.643482,77.118272,West Urban Junction 8,Northern Expressway District,Clear,Wet,Daylight,T-Junction,Not at junction,60,Car,1,2,Urban,45,Male,58,Minor
ACC-2026-00155,2025-09-12,15:46,28.743548,77.193238,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Wet,Daylight,Dual carriageway,Roundabout,80,Car,1,1,Urban,34,Male,63,Serious
ACC-2026-00156,2025-09-04,07:33,28.628506,77.222018,NH-44 Highway Mile 142,Northern Expressway District,Clear,Wet,Daylight,Highway,T-Junction,100,Truck / Heavy Goods,2,2,Rural,44,Female,88,Fatal
ACC-2026-00157,2025-01-15,17:59,28.62736,77.205939,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,100,Motorcycle,2,1,Rural,19,Male,65,Serious
ACC-2026-00158,2025-07-28,04:34,28.597922,77.244529,East River Bridge Crossing,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Single carriageway,Crossroads,40,Car,2,2,Urban,29,Male,67,Serious
ACC-2026-00159,2025-06-29,18:44,28.603815,77.22259,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,100,Truck / Heavy Goods,1,1,Rural,44,Male,66,Minor
ACC-2026-00160,2025-10-06,13:45,28.753826,77.179884,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Roundabout,80,Truck / Heavy Goods,1,1,Urban,33,Female,47,Minor
ACC-2026-00161,2025-01-03,17:15,28.613053,77.205489,NH-44 Highway Mile 142,Northern Expressway District,Clear,Poor surface,Daylight,Highway,Roundabout,100,Truck / Heavy Goods,2,3,Rural,29,Male,96,Fatal
ACC-2026-00162,2025-10-05,02:23,28.535561,77.403058,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Dual carriageway,Slip road / Merge ramp,80,Car,1,1,Urban,30,Female,64,Serious
ACC-2026-00163,2025-07-25,09:47,28.742278,77.176048,North Ring Junction 2,Capital Metropolitan Corridor,Other,Unknown,Daylight,Dual carriageway,Crossroads,80,Truck / Heavy Goods,2,1,Urban,56,Male,47,Minor
ACC-2026-00164,2025-01-10,03:48,28.65047,77.126816,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,T-Junction,60,Truck / Heavy Goods,1,6,Urban,60,Male,65,Minor
ACC-2026-00165,2026-01-17,07:37,28.535663,77.395116,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Car,2,1,Urban,59,Female,40,Minor
ACC-2026-00166,2025-10-06,18:08,28.738269,77.16817,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Motorcycle,2,2,Urban,44,Male,57,Minor
ACC-2026-00167,2025-11-08,02:02,28.469578,77.021434,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,T-Junction,120,Bicycle,2,1,Rural,29,Male,63,Serious
ACC-2026-00168,2025-04-15,23:07,28.60075,77.217429,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Crossroads,100,Motorcycle,3,1,Rural,19,Female,92,Fatal
ACC-2026-00169,2026-03-31,22:57,28.589876,77.253768,East River Bridge Crossing,Northern Expressway District,Clear,Poor surface,Darkness: street lights present and lit,Single carriageway,Crossroads,40,Car,2,1,Urban,58,Male,48,Minor
ACC-2026-00170,2025-06-02,21:39,28.463918,77.026567,Expressway Interchange South,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Highway,T-Junction,120,Truck / Heavy Goods,2,1,Rural,70,Male,98,Fatal
ACC-2026-00171,2026-01-27,00:30,28.508443,77.295321,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Truck / Heavy Goods,2,1,Rural,47,Male,62,Serious
ACC-2026-00172,2026-08-22,04:06,28.464206,77.019596,Expressway Interchange South,Northern Expressway District,Rain,Poor surface,Darkness: street lights present and lit,Highway,Multiple junction,120,Truck / Heavy Goods,1,2,Rural,45,Male,98,Fatal
ACC-2026-00173,2025-08-31,16:44,28.613619,77.226346,East River Bridge Crossing,Northern Expressway District,Rain,Poor surface,Daylight,Single carriageway,T-Junction,40,Bicycle,2,1,Urban,28,Female,49,Minor
ACC-2026-00174,2025-04-03,21:14,28.614693,77.194021,NH-44 Highway Mile 142,Northern Expressway District,Fog,Dry,Darkness: street lights present and lit,Highway,Crossroads,100,Car,3,2,Rural,34,Male,95,Fatal
ACC-2026-00175,2026-06-23,22:23,28.64258,77.115097,West Urban Junction 8,Northern Expressway District,Clear,Poor surface,Darkness: street lights present and lit,T-Junction,T-Junction,60,Car,2,1,Urban,37,Male,59,Serious
ACC-2026-00176,2025-06-29,09:08,28.710965,77.115964,Grand Trunk Road Corridor B,Northern Expressway District,Storm,Wet,Daylight,Single carriageway,Multiple junction,60,Motorcycle,4,1,Rural,57,Female,81,Serious
ACC-2026-00177,2025-05-25,07:15,28.615671,77.230537,East River Bridge Crossing,Northern Expressway District,Fog,Dry,Daylight,Single carriageway,Crossroads,40,Car,2,2,Urban,26,Male,49,Minor
ACC-2026-00178,2025-04-21,22:24,28.563178,77.113973,Airport Expressway Tollway,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Highway,T-Junction,100,Bus,1,1,Rural,34,Male,98,Fatal
ACC-2026-00179,2025-03-17,22:18,28.608462,77.22255,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Crossroads,100,Car,2,2,Rural,36,Male,78,Serious
ACC-2026-00180,2025-06-18,14:10,28.601938,77.200167,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,100,Car,2,1,Rural,23,Male,61,Serious
ACC-2026-00181,2026-01-05,17:18,28.74941,77.16791,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Multiple junction,80,Truck / Heavy Goods,2,1,Urban,46,Male,42,Minor
ACC-2026-00182,2026-02-01,20:23,28.702473,77.095399,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Car,2,1,Rural,37,Male,43,Minor
ACC-2026-00183,2026-02-01,01:34,28.558381,77.091969,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Not at junction,100,Motorcycle,2,1,Rural,22,Female,81,Serious
ACC-2026-00184,2025-06-21,04:08,28.611601,77.223648,NH-44 Highway Mile 142,Northern Expressway District,Clear,Unknown,Darkness: no street lights,Highway,Roundabout,100,Bus,2,3,Rural,29,Male,88,Fatal
ACC-2026-00185,2025-10-10,07:50,28.752627,77.188451,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Car,2,4,Urban,46,Male,53,Minor
ACC-2026-00186,2025-09-28,10:36,28.749191,77.170166,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Bus,2,1,Urban,22,Male,38,Minor
ACC-2026-00187,2025-01-21,09:19,28.639185,77.217247,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Poor surface,Daylight,Roundabout,Not at junction,50,Truck / Heavy Goods,2,2,Urban,37,Male,68,Serious
ACC-2026-00188,2025-08-05,06:47,28.563985,77.110916,Airport Expressway Tollway,Northern Expressway District,Fog,Wet,Daylight,Highway,Not at junction,100,Car,2,1,Rural,44,Female,83,Fatal
ACC-2026-00189,2025-07-25,23:02,28.542717,77.095711,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,T-Junction,100,Car,3,2,Rural,29,Male,89,Fatal
ACC-2026-00190,2025-12-19,19:47,28.529052,77.387597,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Dual carriageway,Roundabout,80,Car,2,1,Urban,24,Male,50,Serious
ACC-2026-00191,2025-05-16,15:51,28.605613,77.21225,NH-44 Highway Mile 142,Northern Expressway District,Storm,Wet,Daylight,Highway,Crossroads,100,Bus,2,2,Rural,28,Male,98,Fatal
ACC-2026-00192,2026-02-11,11:32,28.603044,77.243313,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,40,Car,2,1,Urban,38,Male,21,Minor
ACC-2026-00193,2026-06-14,22:51,28.747123,77.174588,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Truck / Heavy Goods,3,1,Urban,67,Male,70,Minor
ACC-2026-00194,2025-08-16,16:50,28.568396,77.105056,Airport Expressway Tollway,Northern Expressway District,Clear,Wet,Daylight,Highway,Roundabout,100,Car,3,1,Rural,30,Male,79,Serious
ACC-2026-00195,2025-12-10,12:22,28.466826,77.020813,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,120,Motorcycle,2,2,Rural,37,Female,98,Fatal
ACC-2026-00196,2026-04-29,03:55,28.640895,77.117393,West Urban Junction 8,Northern Expressway District,Fog,Dry,Darkness: street lights unlit,T-Junction,Not at junction,60,Bicycle,5,2,Urban,45,Male,78,Serious
ACC-2026-00197,2025-07-01,07:00,28.549406,77.107736,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,100,Motorcycle,2,1,Rural,29,Male,68,Serious
ACC-2026-00198,2026-07-01,19:00,28.608905,77.241431,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Car,3,1,Urban,26,Male,33,Minor
ACC-2026-00199,2025-10-25,09:27,28.699382,77.114542,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,60,Car,3,1,Rural,24,Female,36,Minor
ACC-2026-00200,2025-06-23,17:24,28.637037,77.210194,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Not at junction,50,Car,3,1,Urban,21,Male,37,Minor
ACC-2026-00201,2025-07-30,16:00,28.626526,77.194529,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Crossroads,50,Motorcycle,2,2,Urban,26,Male,49,Minor
ACC-2026-00202,2025-07-24,02:12,28.607303,77.234361,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Slip road / Merge ramp,40,Motorcycle,2,1,Urban,49,Female,47,Minor
ACC-2026-00203,2025-04-03,22:46,28.547643,77.39533,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Poor surface,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Bus,3,2,Urban,36,Male,83,Fatal
ACC-2026-00204,2025-02-16,18:42,28.69896,77.114336,Grand Trunk Road Corridor B,Northern Expressway District,Storm,Wet,Daylight,Single carriageway,Crossroads,60,Car,2,1,Rural,29,Male,73,Minor
ACC-2026-00205,2025-06-20,17:54,28.692211,77.114837,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Motorcycle,2,2,Rural,49,Female,52,Serious
ACC-2026-00206,2026-05-15,20:28,28.6008,77.213649,NH-44 Highway Mile 142,Northern Expressway District,Clear,Wet,Darkness: no street lights,Highway,Crossroads,100,Van / Light Goods,2,1,Rural,38,Female,87,Fatal
ACC-2026-00207,2026-03-20,12:30,28.606111,77.244742,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Daylight,Single carriageway,Slip road / Merge ramp,40,Van / Light Goods,2,1,Urban,29,Male,35,Serious
ACC-2026-00208,2025-09-04,09:03,28.491681,77.3043,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Bus,3,1,Rural,22,Male,36,Minor
ACC-2026-00209,2026-02-27,21:00,28.544253,77.404895,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Icy,Darkness: street lights present and lit,Dual carriageway,Crossroads,80,Truck / Heavy Goods,2,1,Urban,46,Female,97,Fatal
ACC-2026-00210,2026-01-08,11:06,28.444566,77.022254,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,T-Junction,120,Bus,2,1,Rural,49,Male,91,Fatal
ACC-2026-00211,2025-04-20,18:12,28.548406,77.387787,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Bus,1,1,Urban,36,Female,44,Minor
ACC-2026-00212,2026-06-01,20:00,28.507086,77.301597,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,Single carriageway,Roundabout,60,Car,3,2,Rural,24,Female,78,Serious
ACC-2026-00213,2026-01-29,08:17,28.653908,77.134115,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,T-Junction,60,Car,2,2,Urban,49,Male,38,Minor
ACC-2026-00214,2025-10-25,16:08,28.704217,77.108329,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Motorcycle,2,1,Rural,37,Male,45,Minor
ACC-2026-00215,2026-03-09,02:06,28.610326,77.195592,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Multiple junction,100,Car,2,1,Rural,30,Female,67,Serious
ACC-2026-00216,2026-07-30,02:24,28.459828,77.035505,Expressway Interchange South,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,T-Junction,120,Motorcycle,2,2,Rural,24,Female,98,Fatal
ACC-2026-00217,2025-07-27,14:53,28.471845,77.032739,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,T-Junction,120,Van / Light Goods,2,2,Rural,24,Male,92,Fatal
ACC-2026-00218,2025-07-11,03:24,28.611755,77.210698,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,100,Car,2,1,Rural,24,Male,65,Serious
